_250m_16_days_VI_Quality_2005129_aid0001,aid0001,2005-05-09 00:00:00+00:00,,34.0,,5.0,,,,84139.0,,9.0,,,,,2587.0,,,,,,,,,,,,,,,4.0,,,,,,30.0,,,,,,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,616.0,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_250m_16_days_VI_Quality_2005145_aid0001,aid0001,2005-05-25 00:00:00+00:00,,18.0,,23.0,,,,70339.0,,383.0,,,,,15583.0,,265.0,,,,,,,,,,,,,,,,,,,44.0,,8.0,,,,15.0,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_250m_16_days_VI_Quality_2005161_aid0001,aid0001,2005-06-10 00:00:00+00:00,,,,,,,,49900.0,,7749.0,,,,,28984.0,,152.0,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,5.0,,,,,,,,,,,,,5.0,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,593.0,,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_250m_16_days_VI_Quality_2005177_aid0001,aid0001,2005-06-26 00:00:00+00:00,,21093.0,,2282.0,,,4.0,2974.0,,,,,,,19191.0,33.0,,,,,,3216.0,20.0,2407.0,20.0,,,,,10.0,,1.0,,,,698.0,,,,,,16718.0,61.0,,,,,10.0,10640.0,1006.0,314.0,160.0,,,6.0,1736.0,133.0,,,5.0,,,47.0,,,,22.0,192.0,,,,,,,,,186.0,,,,603.0,227.0,,1.0,10.0,,,820.0,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,52.0,10.0,,,49.0,19.0,181.0,,,,,,160.0,,4.0,,,,277.0,258.0,,,,226.0,507.0,301.0,48.0,,,,,,16.0,,29.0,5.0,,,,32.0,,225.0,,86.0,119.0,,,,,,,,,,,,,,,,,,,,,,
_250m_16_days_VI_Quality_2005193_aid0001,aid0001,2005-07-12 00:00:00+00:00,,21739.0,,6767.0,,,12.0,687.0,,,,,,,17847.0,,2177.0,,,,,535.0,,1500.0,,,,,20.0,6.0,74.0,37.0,,,,143.0,,,,,,14049.0,,2713.0,,,,4.0,5371.0,236.0,2931.0,35.0,,,4.0,2599.0,2675.0,,2.0,,,,414.0,12.0,,,201.0,20.0,,,13.0,136.0,,,,,117.0,50.0,,,383.0,586.0,,,,14.0,,420.0,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.0,,13.0,,,44.0,32.0,,,,16.0,15.0,11.0,,,,,,319.0,50.0,60.0,,,482.0,393.0,33.0,198.0,,,,,,131.0,,41.0,,,,6.0,,,396.0,,271.0,39.0,,,,,,,,,,,,,,,,,,,,,,
_250m_16_days_VI_Quality_2005209_aid0001,aid0001,2005-07-28 00:00:00+00:00,,19412.0,,6085.0,,,10.0,383.0,,59.0,,,,,14011.0,,272.0,,,,,1452.0,,477.0,,,,3.0,14.0,5.0,76.0,292.0,,,,160.0,,,,,,17003.0,,1061.0,,,,8.0,6162.0,202.0,705.0,473.0,,,4.0,7581.0,3959.0,,5.0,,73.0,,,290.0,,,20.0,70.0,,,16.0,216.0,,,,,,413.0,,,612.0,866.0,,2.0,46.0,115.0,,311.0,,,,,,230.0,,,32.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,276.0,,,,54.0,,4.0,,,,,23.0,85.0,,4.0,,,,1387.0,,222.0,,,833.0,76.0,310.0,308.0,1.0,,,,,,75.0,46.0,28.0,,,24.0,,,3.0,27.0,260.0,253.0,,,,,,,,,,,,,,,,,,,,,,
_250m_16_days_VI_Quality_2005225_aid0001,aid0001,2005-08-13 00:00:00+00:00,,6225.0,,2150.0,,,5.0,30387.0,,54.0,,,,,28532.0,,1153.0,,,,,24.0,,446.0,,,,,,,367.0,20.0,,,,4090.0,,,,,,7902.0,,304.0,,,,2.0,544.0,24.0,460.0,9.0,,,2.0,1166.0,1058.0,,,,,,,,,,,,,,2.0,205.0,,,,,,,,,57.0,95.0,,1.0,,,,796.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.0,,,,54.0,,,,,,218.0,,,,3.0,15.0,4.0,,154.0,,,,471.0,,29.0,,,45.0,4.0,52.0,,,,52.0,,,,,,,,,12.0,,,,,19.0,17.0,,,,,,,,,,,,,,,,,,,,,,
_250m_16_days_VI_Quality_2005241_aid0001,aid0001,2005-08-29 00:00:00+00:00,,279.0,59.0,499.0,,,,15418.0,,58033.0,,,,,9451.0,,1667.0,,,,,6.0,,29.0,,,,,,,65.0,,,,,2.0,,460.0,,,,3.0,,225.0,,,,,10.0,1.0,43.0,,,,,9.0,23.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,22.0,,,,,,644.0,,480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,23.0,,9.0,,,,,5.0,8.0,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,
_250m_16_days_VI_Quality_2005257_aid0001,aid0001,2005-09-14 00:00:00+00:00,,140.0,,1.0,,,,84782.0,,82.0,,,,,89.0,,,,,,,,,,,,,,19.0,,,,,,,1226.0,,,,,,125.0,,,,,,,4.0,,,,,,,24.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,696.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0,,,2.0,,,,,,,,,,,,,,,77.0,,,,60.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_250m_16_days_VI_Quality_2005273_aid0001,aid0001,2005-09-30 00:00:00+00:00,,,,,,,,86664.0,,373.0,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.0,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_250m_16_days_VI_Quality_2005289_aid0001,aid0001,2005-10-16 00:00:00+00:00,,,,,,,,86887.0,,25.0,,,,,52.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_250m_16_days_VI_Quality_2005305_aid0001,aid0001,2005-11-01 00:00:00+00:00,,,,,,,,86990.0,,33.0,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_250m_16_days_VI_Quality_2005321_aid0001,aid0001,2005-11-17 00:00:00+00:00,,,,,,,,86838.0,,10.0,,,,1.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_250m_16_days_VI_Quality_2005337_aid0001,aid0001,2005-12-03 00:00:00+00:00,,,,,,,,85720.0,,45.0,,,,1.0,1075.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_250m_16_days_VI_Quality_2005353_aid0001,aid0001,2005-12-19 00:00:00+00:00,,,,,,,,69745.0,4.0,15398.0,,,,,806.0,5.0,235.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,390.0,,14.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,724.0,,142.0,,,,,,,,,6.0,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_250m_16_days_VI_Quality_2006001_aid0001,aid0001,2006-01-01 00:00:00+00:00,89.0,174.0,,27.0,,2.0,,82825.0,,908.0,,182.0,,,597.0,,266.0,16.0,48.0,,1.0,,,26.0,3.0,,,,20.0,3.0,10.0,8.0,,,,386.0,5.0,14.0,,29.0,,68.0,4.0,47.0,2.0,6.0,,,3.0,41.0,,,,,,27.0,27.0,15.0,,6.0,4.0,,33.0,19.0,56.0,,,9.0,,,1.0,31.0,,6.0,,,,6.0,19.0,,27.0,,,,,,,758.0,,,,,,,,,,,,,,,,,,,,,521.0,,134.0,,,,,,,1.0,,,,5.0,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,
_250m_16_days_VI_Quality_2006017_aid0001,aid0001,2006-01-17 00:00:00+00:00,55.0,102.0,265.0,175.0,,,,72646.0,,1386.0,,,,1.0,5548.0,5.0,3048.0,4.0,,,,14.0,,33.0,72.0,,,,30.0,4.0,12.0,8.0,,,,465.0,,68.0,,,,100.0,,128.0,5.0,,,,10.0,,,,,,,58.0,66.0,,,34.0,34.0,,160.0,366.0,,,5.0,17.0,,,6.0,4.0,,34.0,,,42.0,73.0,,,,14.0,,,,,,588.0,,8.0,,,,,,,,,,,,,,,,,,,771.0,10.0,710.0,4.0,,,,38.0,,28.0,60.0,,,128.0,14.0,,,4.0,,6.0,,17.0,,,,,,,,,,10.0,,,,4.0,,,,,,,,,,,,,,14.0,,,,16.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_250m_16_days_VI_Quality_2006033_aid0001,aid0001,2006-02-02 00:00:00+00:00,15.0,6.0,54.0,17.0,,,,84589.0,10.0,299.0,,,,,720.0,,535.0,,,,,,,,,,,,28.0,,,,,,,70.0,,,,,,92.0,,,,,,,,,,,,,,,9.0,,,20.0,,,18.0,,,,,5.0,,,,,,,,,,,,,1.0,,,,,,,679.0,,,,,,,,,,,,,,,,,13.0,,,,116.0,,228.0,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_250m_16_days_VI_Quality_2006049_aid0001,aid0001,2006-02-18 00:00:00+00:00,,104.0,,63.0,,,,83654.0,,705.0,,,,,1282.0,,485.0,,,,,11.0,,58.0,,,,,,3.0,10.0,11.0,,,,130.0,,4.0,,,,127.0,,83.0,,,,,20.0,,9.0,,,,,32.0,6.0,,,,,,,,,,,,,,9.0,,,,,,,14.0,,,6.0,6.0,,,,,,541.0,,5.0,,,,,,,,,,,,,,,,,,,110.0,,14.0,,,,,,,,,,,11.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
_250m_16_days_VI_Quality_2006065_aid0001,aid0001,2006-03-06 00:00:00+00:00,24.0,170.0,14.0,26.0,,,,78441.0,,2655.0,,,,,2553.0,28.0,677.0,,,,,14.0,34.0,60.0,9.0,,,,5.0,19.0,10.0,,,,,324.0,,23.0,,,,250.0,,203.0,,,,,33.0,8.0,20.0,5.0,,,,95.0,,,,,,,324.0,,,,41.0,28.0,,,5.0,,,,,,26.0,14.0,,,27.0,,,,,,,778.0,,6.0,,,,,,,,,,,,,,,16.0,,,,203.0,,232.0,14.0,,,,,,,,,,49.0,58.0,,,,,,1.0,,5.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_250m_16_days_VI_Quality_2006081_aid0001,aid0001,2006-03-22 00:00:00+00:00,,45.0,27.0,90.0,,,,85232.0,,11.0,,,,,735.0,,32.0,,,,,,,5.0,,,,,8.0,,5.0,,,,,188.0,,22.0,,,,115.0,,59.0,,,,,5.0,,,,,,,,10.0,,,,,,12.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,681.0,,,,,1.0,,,,,,,,,,,,23.0,,,,107.0,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,42.0,,,,,,,,28.0,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_250m_16_days_VI_Quality_2006097_aid0001,aid0001,2006-04-07 00:00:00+00:00,,84.0,73.0,129.0,,,,64790.0,,2201.0,,,,,13123.0,,4372.0,,,,,123.0,19.0,,,,,,,,,,,,,120.0,,34.0,,,,130.0,,250.0,,,,,4.0,5.0,8.0,,,,,31.0,22.0,,,,,,672.0,,,,227.0,,,,,,,,,,19.0,,,,66.0,,,,,,,664.0,,133.0,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,45.0,,,,,,,,,,,,,,,,4.0,,101.0,,,1.0,,,,,,,,,10.0,,,,,,,,,14.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,
_250m_16_days_VI_Quality_2006113_aid0001,aid0001,2006-04-23 00:00:00+00:00,22.0,,,,,,,73050.0,,1474.0,,,,,12191.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_250m_16_days_VI_Quality_2006129_aid0001,aid0001,2006-05-09 00:00:00+00:00,,15.0,,,,,,67764.0,,3218.0,,,,,14956.0,34.0,478.0,,,,,,,,,,,,,,,,,,,128.0,,,,,,4.0,,,,,,,,,,4.0,,,,29.0,,,,14.0,,,157.0,,,,,,,,,,,,,,,,,,,,,,,,,719.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_250m_16_days_VI_Quality_2006145_aid0001,aid0001,2006-05-25 00:00:00+00:00,,309.0,,84.0,,,,70713.0,,1990.0,,,,,8451.0,,2904.0,,,,,,9.0,,,,,,,,,,,,,432.0,,137.0,,,1.0,850.0,,330.0,,,,,46.0,,19.0,16.0,,,,16.0,16.0,,,,,,76.0,,,,10.0,,,,,,,,,,66.0,,,,13.0,,,,,,,733.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,159.0,,,,,,,,,,,,26.0,,,,7.0,,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_250m_16_days_VI_Quality_2006161_aid0001,aid0001,2006-06-10 00:00:00+00:00,,83.0,,16.0,,,,74664.0,,166.0,,,,,10686.0,,666.0,,,,,,,55.0,,,,,,,,,,,,101.0,,,,,,152.0,,5.0,,,,,35.0,,26.0,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.0,,84.0,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_250m_16_days_VI_Quality_2006177_aid0001,aid0001,2006-06-26 00:00:00+00:00,,9733.0,,2751.0,,,3.0,18213.0,,,,,,,29327.0,,1171.0,,,,,1921.0,258.0,1540.0,,,,,,,198.0,26.0,,,,3214.0,,,,,2.0,8959.0,56.0,818.0,,,,2.0,2906.0,543.0,485.0,48.0,,,2.0,936.0,709.0,,,,,,375.0,,,,412.0,258.0,,,,17.0,,,,,210.0,,,,304.0,95.0,,,,,,594.0,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,,,,258.0,,,,42.0,,28.0,,,,,,,,179.0,,,,256.0,,40.0,,,60.0,111.0,77.0,13.0,,,,,,18.0,,66.0,,,,,,,4.0,,107.0,12.0,,,,,,,,,,,,,,,,,,,,,,
_250m_16_days_VI_Quality_2006193_aid0001,aid0001,2006-07-12 00:00:00+00:00,,6573.0,405.0,10282.0,,,6.0,160.0,,,,,,,4486.0,,9770.0,,,,,4223.0,337.0,22964.0,4.0,,,1.0,,,485.0,59.0,,,,,,,,,,3071.0,9.0,5774.0,,,,2.0,2311.0,1082.0,6823.0,394.0,,,1.0,1567.0,2129.0,,1.0,,,,34.0,67.0,,,300.0,304.0,,,,9.0,,,,,131.0,,,,638.0,370.0,,4.0,4.0,,,376.0,,720.0,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,9.0,34.0,,,,,,44.0,,,,,,41.0,,125.0,,,270.0,214.0,690.0,47.0,,,,,,,,29.0,,,,,,,,,95.0,,,,,,,,,,,,,,,,,23.0,,,,,,
